rhoc,R,M,Lambda,I
1.035816984139698500e+15,1.281003595000021633e+01,1.989149915947092229e+00,5.194118802781711963e+01,2.622591510534626025e+00
1.044837172852361750e+15,1.279003605000021437e+01,1.993676881640483289e+00,5.043247234302680226e+01,2.624576726618996325e+00
1.053857361565025125e+15,1.278003610000021339e+01,1.998052454162444036e+00,4.900191631695392402e+01,2.626222801036452559e+00
1.062877550277688375e+15,1.276003620000021144e+01,2.002260951175513615e+00,4.761879098742626581e+01,2.627464272354250063e+00
1.071897738990351750e+15,1.274003630000020770e+01,2.006354545862325534e+00,4.630580954333274235e+01,2.628491193413787119e+00
1.080917927703015000e+15,1.272003640000020575e+01,2.010301733751464148e+00,4.503637376271590398e+01,2.629179275704567775e+00
1.089938116415678375e+15,1.271003645000020477e+01,2.014133127875238571e+00,4.383279423286867882e+01,2.629641240719109430e+00
1.098958305128341750e+15,1.269003655000020281e+01,2.017816383520466772e+00,4.266234007688730401e+01,2.629751535739027979e+00
1.107978493841005000e+15,1.267003665000020085e+01,2.021384010537778053e+00,4.154277904548151668e+01,2.629634083605550288e+00
1.116998682553668375e+15,1.265003675000019889e+01,2.024831979405414817e+00,4.045916351410555478e+01,2.629271318329883922e+00
1.126018871266331500e+15,1.263003685000019694e+01,2.028154362763941343e+00,3.943243946285105750e+01,2.628638107435353533e+00
1.135039059978995000e+15,1.262003690000019418e+01,2.031369397949039257e+00,3.844698188345281409e+01,2.627802211476124139e+00
1.144059248691658250e+15,1.260003700000019222e+01,2.034469641202421020e+00,3.749115568813286359e+01,2.626728654694617138e+00
1.153079437404321500e+15,1.258003710000019026e+01,2.037460334876855850e+00,3.657198218948695967e+01,2.625440998529364744e+00
1.162099626116985000e+15,1.256003720000018831e+01,2.040335865720481312e+00,3.568912472614545095e+01,2.623904533867968514e+00
1.171119814829648250e+15,1.254003730000018635e+01,2.043112441594945761e+00,3.483763600477395528e+01,2.622179674845358743e+00
1.180140003542311500e+15,1.252003740000018439e+01,2.045775944221749576e+00,3.401250215198610505e+01,2.620222361043212267e+00
1.189160192254975000e+15,1.251003745000018341e+01,2.048349757062959409e+00,3.322187502257751390e+01,2.618104752322042206e+00
1.198180380967638000e+15,1.249003755000017968e+01,2.050827142560323058e+00,3.245885813081950033e+01,2.615807155527064776e+00
1.207200569680301500e+15,1.247003765000017772e+01,2.053208783194355291e+00,3.172639460125205346e+01,2.613328131223627615e+00
1.216220758392964750e+15,1.245003775000017576e+01,2.055505099956180359e+00,3.101121593290249479e+01,2.610697339172237008e+00
1.225240947105628000e+15,1.243003785000017380e+01,2.057704725545802749e+00,3.032836461171427089e+01,2.607874400584160313e+00
1.234261135818291500e+15,1.242003790000017283e+01,2.059830202450067205e+00,2.966997069322975733e+01,2.604944581679711213e+00
1.243281324530954750e+15,1.240003800000017087e+01,2.061853459589239268e+00,2.902799323810175736e+01,2.601796255355688814e+00
1.252301513243618000e+15,1.238003810000016891e+01,2.063780885183400304e+00,2.840432469235436486e+01,2.598457263289968733e+00
1.261321701956281500e+15,1.236003820000016518e+01,2.065656171853500922e+00,2.780940159033196224e+01,2.595092498743666098e+00
1.270341890668944750e+15,1.234003830000016322e+01,2.067439865014235156e+00,2.723452473625497561e+01,2.591531510482889988e+00
1.279362079381608000e+15,1.233003835000016224e+01,2.069146633090002574e+00,2.667585790749406982e+01,2.587853685345558485e+00
1.288382268094271500e+15,1.231003845000016028e+01,2.070768195764935093e+00,2.613410929375995551e+01,2.584006954726040917e+00
1.297402456806934500e+15,1.229003855000015832e+01,2.072331919398078259e+00,2.561370965255004961e+01,2.580103682971836232e+00
1.306422645519598000e+15,1.227003865000015637e+01,2.073818534192696461e+00,2.510815779602213382e+01,2.576060866109318503e+00
1.315442834232261250e+15,1.225003875000015441e+01,2.075226485345026628e+00,2.461584286129352961e+01,2.571872569733187230e+00
1.324463022944924500e+15,1.224003880000015343e+01,2.076577806313992358e+00,2.414257160507442990e+01,2.567624051590888801e+00
1.333483211657588000e+15,1.222003890000014970e+01,2.077855350281561986e+00,2.368013591920595573e+01,2.563251080049782971e+00
1.342503400370251250e+15,1.220003900000014774e+01,2.079068730204198800e+00,2.323468021488968205e+01,2.558772325081845267e+00
1.351523589082914500e+15,1.218003910000014578e+01,2.080222823613588012e+00,2.280109827049324167e+01,2.554213715415472929e+00
1.360543777795577750e+15,1.216003920000014382e+01,2.081312922761258122e+00,2.238699031978198661e+01,2.549562801150667024e+00
1.369563966508241250e+15,1.215003925000014284e+01,2.082335312584323361e+00,2.197477023092235981e+01,2.544793482468621804e+00
1.378584155220904500e+15,1.213003935000014089e+01,2.083309374059479691e+00,2.158120322914156475e+01,2.539978493063820508e+00
1.387604343933567750e+15,1.211003945000013715e+01,2.084213953948148124e+00,2.119548388505145908e+01,2.535043839881235161e+00
1.396624532646231250e+15,1.209003955000013519e+01,2.085072076142686193e+00,2.082691846508952693e+01,2.530069241396660118e+00
1.405644721358894500e+15,1.208003960000013421e+01,2.085875139552453739e+00,2.046559262897112319e+01,2.525022318644681185e+00
1.414664910071557750e+15,1.206003970000013226e+01,2.086622637287081083e+00,2.011545006654180767e+01,2.519893051958160601e+00
1.423685098784221000e+15,1.204003980000013030e+01,2.087310309057132773e+00,1.977224540438642464e+01,2.514672825738089035e+00
1.432705287496884500e+15,1.203003985000012932e+01,2.087950361136550637e+00,1.944138387785479694e+01,2.509410698552958063e+00
1.441725476209547750e+15,1.201003995000012736e+01,2.088552460942715072e+00,1.911923009350404001e+01,2.504110699324269884e+00
1.450745664922211000e+15,1.199004005000012540e+01,2.089086759698378426e+00,1.880716405061368945e+01,2.498693717878454290e+00
1.459765853634874250e+15,1.197004015000012167e+01,2.089588653054669898e+00,1.850077217896782855e+01,2.493275524261445053e+00
1.468786042347537750e+15,1.196004020000012069e+01,2.090040668144578007e+00,1.820500846415128748e+01,2.487797071949296335e+00
1.477806231060201000e+15,1.194004030000011873e+01,2.090443983273716277e+00,1.791574830161067666e+01,2.482247431219815947e+00
1.486826419772864250e+15,1.192004040000011678e+01,2.090801922477257602e+00,1.763506687762771108e+01,2.476647740516796592e+00
1.495846608485527500e+15,1.191004045000011580e+01,2.091122641533481374e+00,1.736335308015324586e+01,2.471018884014520633e+00
1.504866797198191000e+15,1.189004055000011384e+01,2.091387843820802672e+00,1.709810295639130473e+01,2.465321355045607010e+00
1.513886985910854250e+15,1.187004065000011188e+01,2.091629189276632772e+00,1.683831398022639902e+01,2.459610300249756243e+00
1.522907174623517500e+15,1.186004070000011090e+01,2.091828376190793204e+00,1.658834630626050455e+01,2.453873134277436474e+00
1.531927363336181000e+15,1.184004080000010717e+01,2.091980675479405694e+00,1.634049692411269206e+01,2.448064857649823178e+00
1.540947552048844250e+15,1.182004090000010521e+01,2.092097960316952499e+00,1.610349512890450896e+01,2.442240633893596247e+00
1.549967740761507500e+15,1.181004095000010423e+01,2.092172981619306427e+00,1.586881934972778829e+01,2.436361186867194384e+00
1.558987929474170750e+15,1.179004105000010227e+01,2.092217841241154730e+00,1.564147699715025119e+01,2.430473188004080409e+00
1.568008118186834250e+15,1.177004115000010032e+01,2.092221209283215533e+00,1.542052776895328670e+01,2.424550655469419613e+00
1.577028306899497500e+15,1.176004120000009934e+01,2.092191576173353607e+00,1.520336118369007750e+01,2.418578984481184690e+00
1.586048495612160750e+15,1.174004130000009738e+01,2.092133882233946807e+00,1.499446026531693832e+01,2.412621965955680903e+00
1.595068684324824000e+15,1.173004135000009640e+01,2.092034919132403026e+00,1.478765410084918130e+01,2.406614692870523875e+00
1.604088873037487500e+15,1.171004145000009267e+01,2.091914958615201048e+00,1.458867627115177257e+01,2.400613092457573039e+00
1.613109061750150750e+15,1.169004155000009071e+01,2.091751530143118654e+00,1.439299554768125944e+01,2.394562343835719975e+00
1.622129250462814000e+15,1.168004160000008973e+01,2.091555641915650465e+00,1.420054467147435595e+01,2.388474885083956334e+00
1.631149439175477250e+15,1.166004170000008777e+01,2.091343183777975678e+00,1.401387473870326517e+01,2.382423815654586718e+00
1.640169627888140750e+15,1.165004175000008679e+01,2.091091535075361385e+00,1.383115679420072475e+01,2.376323087160349790e+00
1.649189816600804000e+15,1.163004185000008484e+01,2.090810099870894945e+00,1.365246262785367470e+01,2.370202553062396689e+00
1.658210005313467250e+15,1.161004195000008288e+01,2.090506455954940002e+00,1.347853996867339177e+01,2.364094312030724954e+00
1.667230194026130500e+15,1.160004200000008190e+01,2.090162884038469393e+00,1.330918178194821166e+01,2.357934663118160579e+00
1.676250382738794000e+15,1.158004210000007816e+01,2.089813141523868101e+00,1.314524770702506018e+01,2.351825010998820353e+00
1.685270571451457250e+15,1.157004215000007719e+01,2.089419039324826866e+00,1.298494159588231334e+01,2.345659363521529261e+00
1.694290760164120500e+15,1.155004225000007523e+01,2.089008405675819802e+00,1.282638199055798722e+01,2.339496787715529713e+00
1.703310948876784000e+15,1.154004230000007425e+01,2.088574290889692264e+00,1.267158248090886374e+01,2.333339161158402231e+00
1.712331137589447250e+15,1.152004240000007229e+01,2.088112644011857810e+00,1.252031569218698692e+01,2.327162628646504583e+00
1.721351326302110500e+15,1.151004245000007131e+01,2.087631341899099269e+00,1.237338285395658488e+01,2.320999519101047071e+00
1.730371515014773750e+15,1.149004255000006935e+01,2.087113532880088052e+00,1.222715854885107412e+01,2.314789490379375980e+00
1.739391703727437250e+15,1.148004260000006838e+01,2.086583874288659768e+00,1.208651421077518151e+01,2.308619197076045459e+00
1.748411892440100500e+15,1.146004270000006464e+01,2.086034816421489246e+00,1.194760375147060216e+01,2.302433727588846679e+00
1.757432081152763750e+15,1.145004275000006366e+01,2.085461250986752724e+00,1.181269958529964015e+01,2.296249466049992805e+00
1.766452269865427000e+15,1.143004285000006170e+01,2.084866791075367765e+00,1.168057201978889381e+01,2.290065524466663227e+00
1.775472458578090500e+15,1.142004290000006073e+01,2.084252833951866890e+00,1.155139855079268685e+01,2.283884841008909650e+00
1.784492647290753750e+15,1.140004300000005877e+01,2.083614183705448930e+00,1.142443511246425381e+01,2.277696246630523280e+00
1.793512836003417000e+15,1.139004305000005779e+01,2.082958235636679589e+00,1.130014046763353974e+01,2.271514874935482542e+00
1.802533024716080250e+15,1.137004315000005583e+01,2.082286327139381665e+00,1.117943492472655365e+01,2.265334103831771362e+00
1.811553213428743750e+15,1.136004320000005485e+01,2.081593773495456379e+00,1.106066964089895777e+01,2.259161298784056360e+00
1.820573402141407000e+15,1.135004325000005387e+01,2.080888502112349769e+00,1.094409090968474807e+01,2.253010257495484225e+00
1.829593590854070250e+15,1.133004335000005014e+01,2.080160460940401190e+00,1.082950294960222593e+01,2.246845526727909270e+00
1.838613779566733750e+15,1.132004340000004916e+01,2.079413427118363966e+00,1.071825136758139152e+01,2.240683078896995362e+00
1.847633968279397000e+15,1.130004350000004720e+01,2.078649913793414239e+00,1.060838761660115104e+01,2.234526949000705809e+00
1.856654156992060250e+15,1.129004355000004622e+01,2.077871594659034482e+00,1.050188315430770025e+01,2.228387288159826785e+00
1.865674345704723500e+15,1.127004365000004427e+01,2.077076668444476581e+00,1.039693201805692269e+01,2.222251087426573068e+00
1.874694534417387000e+15,1.126004370000004329e+01,2.076267750937504708e+00,1.029527861348365825e+01,2.216131545689082216e+00
1.883714723130050250e+15,1.125004375000004231e+01,2.075439305571832982e+00,1.019398881518600852e+01,2.210005543825538155e+00
1.892734911842713500e+15,1.123004385000004035e+01,2.074596976497658396e+00,1.009341556112179106e+01,2.203880930659807280e+00
1.901755100555376750e+15,1.122004390000003937e+01,2.073746841290402099e+00,9.997068974659581997e+00,2.197801496362548956e+00
1.910775289268040250e+15,1.121004395000003662e+01,2.072881675390753742e+00,9.903405722781783993e+00,2.191725510596985504e+00
1.919795477980703500e+15,1.119004405000003466e+01,2.072000321817854207e+00,9.809265740544482526e+00,2.185646643748853091e+00
1.928815666693366750e+15,1.118004410000003368e+01,2.071102865041284158e+00,9.717825794774835657e+00,2.179577373322793665e+00
1.937835855406030000e+15,1.116004420000003172e+01,2.070195999953158950e+00,9.626980616280487624e+00,2.173528753648411360e+00
1.946856044118693500e+15,1.115004425000003074e+01,2.069273808964398054e+00,9.540683669940122513e+00,2.167487561014313613e+00
1.955876232831356750e+15,1.114004430000002976e+01,2.068342910621504327e+00,9.455929399574701577e+00,2.161469638775364466e+00
1.964896421544020000e+15,1.112004440000002781e+01,2.067398671357409956e+00,9.370949356063629665e+00,2.155461677404871157e+00
1.973916610256683500e+15,1.111004445000002683e+01,2.066441131863564262e+00,9.288104418164039089e+00,2.149462668944007948e+00
1.982936798969346750e+15,1.110004450000002585e+01,2.065473315501989315e+00,9.207077802127443533e+00,2.143479135768501020e+00
1.991956987682010000e+15,1.108004460000002211e+01,2.064485128984692608e+00,9.124198871809484856e+00,2.137477247131462477e+00
2.000977176394673250e+15,1.107004465000002114e+01,2.063506775521616987e+00,9.049334662130554818e+00,2.131573181863815947e+00
2.009997365107336750e+15,1.106004470000002016e+01,2.062523456599928195e+00,8.973263633900197433e+00,2.125737609954351015e+00
2.019017553820000000e+15,1.105004475000001918e+01,2.061539510971177158e+00,8.899747202674404889e+00,2.119972921134424926e+00
