rhoc,R,M,Lambda,I
1.837649230822211250e+15,1.051004744999995921e+01,2.043961181416943163e+00,7.436755023873969250e+00,2.041396010023893037e+00
1.850985174878593000e+15,1.049004754999995725e+01,2.044334819144526971e+00,7.302472037841441832e+00,2.037053077161188774e+00
1.864321118934975000e+15,1.047004764999995530e+01,2.044643209484908297e+00,7.173830372273077849e+00,2.032632195474456616e+00
1.877657062991356750e+15,1.046004769999995609e+01,2.044861299555675416e+00,7.048927571166463402e+00,2.028099509364427178e+00
1.890993007047738750e+15,1.043890009552300135e+01,2.045008611528168263e+00,6.930690728940115619e+00,2.023515818746529860e+00
1.904328951104120750e+15,1.043004784999995671e+01,2.045090111425551971e+00,6.813732572734158666e+00,2.018767581001317257e+00
1.917664895160502500e+15,1.040709296896582892e+01,2.045109395655376083e+00,6.701995996213932827e+00,2.013979927006380510e+00
1.931000839216884500e+15,1.040004799999995555e+01,2.045064371562503869e+00,6.594545380363712184e+00,2.009146109820795889e+00
1.944336783273266500e+15,1.038004809999995715e+01,2.044962203424564251e+00,6.490708184663800395e+00,2.004259243307039196e+00
1.957672727329648250e+15,1.036004819999995696e+01,2.044788268057490033e+00,6.388706922673031308e+00,1.999206937097950165e+00
1.971008671386030250e+15,1.035004824999995598e+01,2.044557390912697059e+00,6.290620176589038159e+00,1.994122564804996056e+00
1.984344615442412250e+15,1.032973539510969552e+01,2.044278249314722462e+00,6.197087066475795325e+00,1.989032492696124033e+00
1.997680559498794000e+15,1.032004839999995660e+01,2.043941138030935356e+00,6.105344328916140206e+00,1.983841810724038979e+00
2.011016503555176000e+15,1.029915439341803030e+01,2.043542846467042651e+00,6.015665338787006711e+00,1.978555242491990107e+00
2.024352447611557750e+15,1.029004854999995722e+01,2.043103819074699512e+00,5.930119428422090166e+00,1.973273726455013755e+00
2.037688391667939750e+15,1.026921381586168103e+01,2.042624085586971727e+00,5.847865460565087048e+00,1.967989558095705194e+00
2.051024335724321750e+15,1.026004869999995606e+01,2.042083613937355491e+00,5.766125510044323832e+00,1.962566657617661248e+00
2.064360279780703500e+15,1.023967787794036965e+01,2.041500868702418980e+00,5.688021244530728993e+00,1.957131240042998099e+00
2.077696223837085500e+15,1.023004884999995667e+01,2.040878678554440828e+00,5.612474903666909043e+00,1.951687393111776414e+00
2.091032167893467500e+15,1.020990883810762284e+01,2.040212672870613808e+00,5.539032958557760011e+00,1.946205411348070458e+00
2.104368111949849250e+15,1.020004899999995729e+01,2.039499368383650868e+00,5.466781443090643400e+00,1.940632385147105676e+00
2.117704056006231250e+15,1.019004904999995809e+01,2.038753387205416878e+00,5.397730563555072081e+00,1.935073099362620619e+00
2.131040000062613250e+15,1.017004914999995790e+01,2.037971497875531668e+00,5.329992033695003961e+00,1.929508316495194720e+00
2.144375944118995000e+15,1.016004919999995693e+01,2.037148951642221650e+00,5.264709112373186173e+00,1.923892085229355953e+00
2.157711888175377000e+15,1.013755440434182731e+01,2.036289058128410545e+00,5.200846281517605973e+00,1.918230750598345802e+00
2.171047832231759000e+15,1.013004934999995754e+01,2.035395903736555212e+00,5.138907198301883028e+00,1.912570005350910929e+00
2.184383776288140750e+15,1.010935877850808140e+01,2.034481887330058303e+00,5.079256318893543565e+00,1.906948747972389224e+00
2.197719720344522750e+15,1.010004949999995816e+01,2.033519545810766882e+00,5.020575018200524653e+00,1.901216497260690863e+00
2.211055664400904500e+15,1.009004954999995718e+01,2.032530209613123695e+00,4.963945658926388838e+00,1.895498885844979053e+00
2.224391608457286500e+15,1.007004964999995700e+01,2.031520137118812297e+00,4.908619625499907713e+00,1.889796604741007746e+00
2.237727552513668500e+15,1.006004969999995780e+01,2.030486056564042130e+00,4.854983684694177626e+00,1.884103842634742065e+00
2.251063496570050250e+15,1.003991128009169564e+01,2.029399018426587542e+00,4.802275623489615342e+00,1.878305340119746036e+00
2.264399440626432000e+15,1.003004984999995841e+01,2.028298062528782530e+00,4.751223517247519013e+00,1.872546432351803292e+00
2.277735384682814000e+15,1.002004989999995743e+01,2.027178084462513574e+00,4.701764067195402852e+00,1.866813295856555310e+00
2.291071328739196000e+15,9.999534678081209549e+00,2.026036539249195023e+00,4.653989235402315572e+00,1.861077492568520730e+00
2.304407272795578000e+15,9.990050049999958048e+00,2.024856146554621983e+00,4.606736009250260722e+00,1.855279490015833588e+00
2.317743216851960000e+15,9.980050099999958846e+00,2.023666179342199278e+00,4.560410631655627434e+00,1.849519987212179917e+00
2.331079160908342000e+15,9.959492874448473643e+00,2.022450702143053558e+00,4.516376927125691054e+00,1.843780171060075634e+00
2.344415104964724000e+15,9.946306230845726404e+00,2.021203200640848685e+00,4.473028564283430875e+00,1.837981894153952522e+00
2.357751049021105500e+15,9.940050299999958483e+00,2.019944976205723552e+00,4.430199958022992490e+00,1.832206808047730950e+00
2.371086993077487500e+15,9.920050399999958302e+00,2.018672280432909361e+00,4.389042499887684912e+00,1.826465002631846968e+00
2.384422937133869500e+15,9.907415608817791153e+00,2.017379358291823355e+00,4.348664985582248121e+00,1.820734962865379725e+00
2.397758881190251000e+15,9.900050499999958120e+00,2.016058735379822942e+00,4.308971944930204856e+00,1.814953858455352842e+00
2.411094825246633000e+15,9.890050549999958918e+00,2.014723617749094586e+00,4.270621079386671681e+00,1.809200559603154401e+00
2.424430769303015000e+15,9.869197986831757419e+00,2.013381393580651935e+00,4.233744472303348161e+00,1.803489496695912520e+00
2.437766713359397000e+15,9.856623501497924877e+00,2.012023415604713872e+00,4.196921907184028910e+00,1.797782399206742543e+00
2.451102657415779000e+15,9.850050749999958555e+00,2.010622841893473289e+00,4.160946652729480277e+00,1.792001795436492184e+00
2.464438601472161000e+15,9.840050799999959352e+00,2.009232024918428117e+00,4.126206152742899036e+00,1.786305796310249105e+00
2.477774545528543000e+15,9.819309311952286734e+00,2.007830318896537847e+00,4.092390721112829866e+00,1.780636587180681074e+00
2.491110489584924500e+15,9.807071815864858877e+00,2.006404878196716535e+00,4.059586097284518580e+00,1.774942712102341114e+00
2.504446433641306500e+15,9.800050999999958989e+00,2.004971387668666338e+00,4.026979632941138476e+00,1.769265961641233620e+00
2.517782377697688500e+15,9.790051049999959787e+00,2.003526607309541241e+00,3.995320653399239141e+00,1.763616825379181963e+00
2.531118321754070500e+15,9.780051099999958808e+00,2.002066941975398695e+00,3.964794146718360501e+00,1.757987652081651087e+00
2.544454265810452500e+15,9.759068537889438844e+00,2.000583339718081888e+00,3.934386648267871767e+00,1.752313768190381982e+00
2.557790209866834500e+15,9.746789905326748382e+00,1.999091162502491859e+00,3.904763850552473770e+00,1.746672489801138095e+00
2.571126153923216000e+15,9.740051299999958445e+00,1.997602456529905313e+00,3.875904248114921291e+00,1.741085620680277168e+00
2.584462097979598000e+15,9.730051349999959243e+00,1.996103125163623204e+00,3.847971260523135761e+00,1.735516307648396817e+00
2.597798042035980000e+15,9.720051399999960040e+00,1.994579311521113452e+00,3.820324588133586108e+00,1.729917979741415035e+00
2.611133986092362000e+15,9.699961845723738207e+00,1.993054720233772725e+00,3.793627248188994106e+00,1.724355951066884662e+00
2.624469930148744000e+15,9.688468402853505523e+00,1.991530750998176558e+00,3.766999106971268496e+00,1.718846648048024006e+00
2.637805874205125500e+15,9.677003689266184594e+00,1.989987656419176520e+00,3.741315000065773777e+00,1.713319615927942463e+00
2.651141818261507500e+15,9.670051649999960475e+00,1.988427664201804834e+00,3.716378305632518142e+00,1.707791864994384179e+00
2.664477762317889500e+15,9.660051699999959496e+00,1.986875742232190767e+00,3.691519536246475219e+00,1.702321016469878545e+00
2.677813706374271500e+15,9.650051749999960293e+00,1.985329978259762873e+00,3.667637699395857709e+00,1.696912304134056360e+00
2.691149650430653500e+15,9.640051799999959314e+00,1.983745158767899142e+00,3.643965848701688603e+00,1.691423081628184777e+00
2.704485594487035500e+15,9.630051849999960112e+00,1.982162482359711042e+00,3.620815107475412908e+00,1.685983980705037411e+00
2.717821538543417000e+15,9.609795176607713429e+00,1.980583621667429739e+00,3.598450985810895730e+00,1.680597792995833784e+00
2.731157482599799000e+15,9.598891014007453037e+00,1.979001779634280700e+00,3.576570839528219636e+00,1.675242967693917340e+00
2.744493426656181000e+15,9.587934042849402871e+00,1.977395807113175419e+00,3.554855956349924462e+00,1.669841691945363804e+00
2.757829370712563000e+15,9.577084542770549547e+00,1.975792871650037696e+00,3.533752795763920318e+00,1.664492469684030418e+00
2.771165314768945000e+15,9.566382912733139676e+00,1.974193831594124537e+00,3.513100223644689102e+00,1.659196657916485185e+00
2.784501258825327000e+15,9.555791291415840050e+00,1.972586050113139144e+00,3.492870960082263387e+00,1.653899980247329315e+00
2.797837202881708500e+15,9.545182339334202126e+00,1.970958938572038965e+00,3.472481911257001563e+00,1.648587811331601261e+00
2.811173146938090500e+15,9.540052299999960184e+00,1.969338014633379652e+00,3.453681443897020475e+00,1.643331469978544401e+00
2.824509090994472500e+15,9.530052349999960981e+00,1.967727922764881843e+00,3.434614303962993720e+00,1.638130509714845529e+00
2.837845035050854500e+15,9.520052399999960002e+00,1.966090647415478232e+00,3.415837129700007413e+00,1.632890960132564739e+00
2.851180979107236500e+15,9.510052449999960800e+00,1.964457707973993106e+00,3.397751533816395497e+00,1.627692480701770084e+00
2.864516923163618000e+15,9.500052499999959821e+00,1.962831675049890645e+00,3.380075399606492059e+00,1.622543899002694134e+00
2.877852867220000000e+15,9.490052549999960618e+00,1.961203891961653456e+00,3.362637139375419526e+00,1.617426044299755672e+00
