rhoc,R,M,Lambda,I
1.063403624017035250e+15,1.244003780000017478e+01,1.877160824622346125e+00,5.492511745432521053e+01,2.233665513607399955e+00
1.074902303798090500e+15,1.242003790000017283e+01,1.887099395477144448e+00,5.194902777888797374e+01,2.243235299381005632e+00
1.086400983579145750e+15,1.239003805000016989e+01,1.896570558229471182e+00,4.923156342153640708e+01,2.252117174459856042e+00
1.097899663360201125e+15,1.236003820000016518e+01,1.905607493635947502e+00,4.673549484655696062e+01,2.260317299150053749e+00
1.109398343141256375e+15,1.233003835000016224e+01,1.914697205337115848e+00,4.432642468368509014e+01,2.268332690203790136e+00
1.120897022922311625e+15,1.231003845000016028e+01,1.923365121949772050e+00,4.211362999862090106e+01,2.275740283967509381e+00
1.132395702703367000e+15,1.228003860000015734e+01,1.931624272397851838e+00,4.008343785034857376e+01,2.282561307942243545e+00
1.143894382484422250e+15,1.225003875000015441e+01,1.939850856172536275e+00,3.812827812097067692e+01,2.289089337123111800e+00
1.155393062265477500e+15,1.222003890000014970e+01,1.947767016851842836e+00,3.631459818276915996e+01,2.295132652916230143e+00
1.166891742046532750e+15,1.220003900000014774e+01,1.955301631274843688e+00,3.464337969060379407e+01,2.300627601982273784e+00
1.178390421827588000e+15,1.217003915000014480e+01,1.962673445565520369e+00,3.305372809883817808e+01,2.305733143075375136e+00
1.189889101608643250e+15,1.214003930000014186e+01,1.969897516309682794e+00,3.155316027082676555e+01,2.310511927121867259e+00
1.201387781389698500e+15,1.212003940000013991e+01,1.976773539072335106e+00,3.016002099547107207e+01,2.314806147881925291e+00
1.212886461170754000e+15,1.209003955000013519e+01,1.983334330964265257e+00,2.886847074047070549e+01,2.318635705228774935e+00
1.224385140951809000e+15,1.206003970000013226e+01,1.989910402433751058e+00,2.760789077983619677e+01,2.322226083744206360e+00
1.235883820732864500e+15,1.204003980000013030e+01,1.996161163729656129e+00,2.644116192855645409e+01,2.325375093950744709e+00
1.247382500513919500e+15,1.201003995000012736e+01,2.002100280152474099e+00,2.535807688282965344e+01,2.328096077954431298e+00
1.258881180294975000e+15,1.198004010000012265e+01,2.007925522691346387e+00,2.432273416010346878e+01,2.330547757464773273e+00
1.270379860076030250e+15,1.196004020000012069e+01,2.013597570851711094e+00,2.333502956643532755e+01,2.332628727497390919e+00
1.281878539857085500e+15,1.193004035000011775e+01,2.018982728682240602e+00,2.241562663346174844e+01,2.334338555356493039e+00
1.293377219638140750e+15,1.190004050000011482e+01,2.024104404576938965e+00,2.155820043383754836e+01,2.335719114445404365e+00
1.304875899419196000e+15,1.188004060000011286e+01,2.029198923275812749e+00,2.072154871455311564e+01,2.336824501814238619e+00
1.316374579200251500e+15,1.185004075000010815e+01,2.034081122413620157e+00,1.993555119374459039e+01,2.337640994086690238e+00
1.327873258981306500e+15,1.183004085000010619e+01,2.038689575642572027e+00,1.920201159262509094e+01,2.338066769708584403e+00
1.339371938762362000e+15,1.180004100000010325e+01,2.043086686056859058e+00,1.851276093932263933e+01,2.338243149231238771e+00
1.350870618543417250e+15,1.177004115000010032e+01,2.047467809167929698e+00,1.783431770659810667e+01,2.338118546883355187e+00
1.362369298324472500e+15,1.175004125000009836e+01,2.051630832003887850e+00,1.720133925232748950e+01,2.337764376987941706e+00
1.373867978105527750e+15,1.172004140000009365e+01,2.055566739179960134e+00,1.660772311583640715e+01,2.337133151259091157e+00
1.385366657886583000e+15,1.170004150000009169e+01,2.059322390771134437e+00,1.604770416101160890e+01,2.336265716544718263e+00
