rhoc,R,M,Lambda,I
9.212306896538692500e+14,1.390003050000033724e+01,1.816345192035224265e+00,2.129774507881807040e+02,2.619260487786940317e+00
9.317947910122612500e+14,1.389003055000033626e+01,1.826498468795137775e+00,2.040182339448584230e+02,2.636820631323161024e+00
9.423588923706532500e+14,1.388003060000033528e+01,1.836111831659671401e+00,1.956001812792778196e+02,2.653062809129349997e+00
9.529229937290451250e+14,1.387003065000033430e+01,1.845269692757545821e+00,1.879329138721137156e+02,2.668317910386276637e+00
9.634870950874371250e+14,1.385003075000033235e+01,1.853950662441190333e+00,1.808275627760983753e+02,2.682468015325747857e+00
9.740511964458291250e+14,1.384003080000033137e+01,1.862217798655661394e+00,1.742794226091473604e+02,2.695683529605560569e+00
9.846152978042210000e+14,1.383003085000033039e+01,1.870078744622015510e+00,1.681588176895334641e+02,2.707934509939862622e+00
9.951793991626130000e+14,1.382003090000032941e+01,1.877581302445549216e+00,1.624480572616340055e+02,2.719382873378662246e+00
1.005743500521005000e+15,1.381003095000032843e+01,1.884718881594689810e+00,1.571353221845257053e+02,2.729979168946245149e+00
1.016307601879396875e+15,1.380003100000032745e+01,1.891531429589512259e+00,1.521792910210248806e+02,2.739818564367688225e+00
1.026871703237788875e+15,1.379003105000032647e+01,1.898061399385007508e+00,1.475626686268562935e+02,2.749039570391787812e+00
1.037435804596180875e+15,1.378003110000032549e+01,1.904247603074470385e+00,1.431007686860169201e+02,2.757375863380537417e+00
1.047999905954572750e+15,1.377003115000032274e+01,1.910175987830977418e+00,1.389591634059061107e+02,2.765139852730265968e+00
1.058564007312964750e+15,1.375003125000032078e+01,1.915858277955946321e+00,1.350435765970169655e+02,2.772345441021207169e+00
1.069128108671356750e+15,1.374003130000031980e+01,1.921302039666055617e+00,1.313827960180891807e+02,2.779008959035973447e+00
1.079692210029748625e+15,1.373003135000031882e+01,1.926491240931553106e+00,1.278913350168724889e+02,2.785043329054287753e+00
1.090256311388140625e+15,1.372003140000031784e+01,1.931459293698378099e+00,1.245881709183900625e+02,2.790563320305644801e+00
1.100820412746532625e+15,1.371003145000031687e+01,1.936213710874293170e+00,1.214753882549119481e+02,2.795594828210350880e+00
1.111384514104924500e+15,1.370003150000031589e+01,1.940762987264943229e+00,1.184791586625476896e+02,2.800127940755358313e+00
1.121948615463316500e+15,1.368003160000031393e+01,1.945115545899818832e+00,1.156734907233748118e+02,2.804204461422946437e+00
1.132512716821708500e+15,1.367003165000031295e+01,1.949281636599878409e+00,1.129536384383315522e+02,2.807838379723519573e+00
1.143076818180100500e+15,1.366003170000031197e+01,1.953260619053797109e+00,1.103696661621160331e+02,2.811022026922991746e+00
1.153640919538492500e+15,1.365003175000031099e+01,1.957075875909507712e+00,1.079351153588169296e+02,2.813847281266443900e+00
1.164205020896884500e+15,1.363003185000030726e+01,1.960739019749860423e+00,1.056055756607351270e+02,2.816336460554632382e+00
1.174769122255276250e+15,1.362003190000030628e+01,1.964228196578579944e+00,1.033661185676015890e+02,2.818381426795999900e+00
1.185333223613668250e+15,1.361003195000030530e+01,1.967580358291317166e+00,1.012456051063546880e+02,2.820129086319132838e+00
1.195897324972060250e+15,1.360003200000030432e+01,1.970778173261426680e+00,9.918762970250413957e+01,2.821508121902311483e+00
1.206461426330452000e+15,1.358003210000030236e+01,1.973836368445147871e+00,9.721145725835856410e+01,2.822565449550441752e+00
1.217025527688844000e+15,1.357003215000030139e+01,1.976765871046906486e+00,9.533324418993107940e+01,2.823340555079723924e+00
1.227589629047236000e+15,1.356003220000030041e+01,1.979545981077958761e+00,9.351001952855443733e+01,2.823727689104864602e+00
1.238153730405628000e+15,1.355003225000029943e+01,1.982219899868123525e+00,9.176364244351181298e+01,2.823908427163352108e+00
1.248717831764020000e+15,1.354003230000029845e+01,1.984447806448304208e+00,9.033983329832761910e+01,2.823867332772972194e+00
1.259281933122412000e+15,1.353003235000029747e+01,1.984692832067642021e+00,9.016792008719512808e+01,2.823838543531122180e+00
1.269846034480804000e+15,1.353003235000029747e+01,1.984931861098719219e+00,9.001459522858171169e+01,2.823811066355109478e+00
1.280410135839196000e+15,1.353003235000029747e+01,1.985164171952970902e+00,8.988866089140952909e+01,2.823784811707969578e+00
1.290974237197588000e+15,1.353003235000029747e+01,1.985371947235726964e+00,8.970118056897212000e+01,2.823682088253000266e+00
1.301538338555980000e+15,1.353003235000029747e+01,1.985591820109116279e+00,8.956623220610066483e+01,2.823658030137538688e+00
1.312102439914371750e+15,1.353003235000029747e+01,1.985792626139569084e+00,8.942393965295327973e+01,2.823587261028795314e+00
1.322666541272763750e+15,1.353003235000029747e+01,1.985987683439877083e+00,8.928677608994418335e+01,2.823510924969547364e+00
1.333230642631155750e+15,1.353003235000029747e+01,1.986164356685090615e+00,8.915034346153761646e+01,2.823385762679846422e+00
1.343794743989547500e+15,1.353003235000029747e+01,1.986350874428569391e+00,8.903320822525506628e+01,2.823327584870692686e+00
1.354358845347939500e+15,1.352003240000029471e+01,1.986521578798804422e+00,8.891000809531216476e+01,2.823226046602625772e+00
1.364922946706331500e+15,1.352003240000029471e+01,1.986680094230949933e+00,8.879210046317378158e+01,2.823096503160767323e+00
1.375487048064723500e+15,1.352003240000029471e+01,1.986834244941551919e+00,8.867140844494527130e+01,2.822972472695389978e+00
1.386051149423115500e+15,1.352003240000029471e+01,1.986973618493337757e+00,8.856141179583353562e+01,2.822809183403089950e+00
1.396615250781507500e+15,1.352003240000029471e+01,1.987590329688335267e+00,8.806498933206503921e+01,2.822003204417423028e+00
1.407179352139899500e+15,1.351003245000029374e+01,1.988284579307163291e+00,8.742760973213643183e+01,2.820676675516256449e+00
1.417743453498291250e+15,1.350003250000029276e+01,1.988912514182101798e+00,8.680831843867352404e+01,2.819072487155863893e+00
1.428307554856683250e+15,1.350003250000029276e+01,1.989488898066324341e+00,8.615317800103926515e+01,2.817047772962711694e+00
1.438871656215075250e+15,1.349003255000029178e+01,1.989998719370159597e+00,8.552059625453031799e+01,2.814855180284427494e+00
