rhoc,R,M,Lambda,I
5.936987999247236250e+14,1.288003560000022496e+01,1.201128864864860812e+00,1.364965659412475134e+03,1.319805155217137704e+00
6.027158438253266250e+14,1.288003560000022496e+01,1.226217600824589082e+00,1.217177792875002297e+03,1.358676773721251507e+00
6.117328877259297500e+14,1.289003555000022594e+01,1.250842527310178198e+00,1.088599903576501220e+03,1.396996157036819453e+00
6.207499316265327500e+14,1.289003555000022594e+01,1.275013040550476262e+00,9.767207983058970058e+02,1.434759958452158646e+00
6.297669755271357500e+14,1.289003555000022594e+01,1.298711513732309308e+00,8.787344130404791258e+02,1.471919561516036978e+00
6.387840194277387500e+14,1.289003555000022594e+01,1.321935949413283851e+00,7.928541625981224570e+02,1.508431413722094661e+00
6.478010633283417500e+14,1.289003555000022594e+01,1.344708161942435254e+00,7.172489448278815871e+02,1.544326372966272176e+00
6.568181072289447500e+14,1.289003555000022594e+01,1.367001156565230469e+00,6.505337590412545978e+02,1.579530838571719054e+00
6.658351511295477500e+14,1.289003555000022594e+01,1.388829336260554381e+00,5.915521504299005073e+02,1.614051550420221748e+00
6.748521950301507500e+14,1.289003555000022594e+01,1.410207316308277337e+00,5.391349058196266242e+02,1.647894136382469510e+00
6.838692389307537500e+14,1.288003560000022496e+01,1.431112310225408413e+00,4.925262138712198521e+02,1.681001113822810478e+00
6.928862828313567500e+14,1.288003560000022496e+01,1.451559710646692647e+00,4.509312514861194927e+02,1.713386539742502324e+00
7.019033267319597500e+14,1.287003565000022220e+01,1.471568822241586583e+00,4.137188006092802084e+02,1.745071799881142915e+00
7.109203706325628750e+14,1.287003565000022220e+01,1.491119550538122507e+00,3.803762954825235738e+02,1.776000475860536998e+00
7.199374145331658750e+14,1.286003570000022123e+01,1.510220828977470342e+00,3.504464973635103888e+02,1.806177334919009558e+00
7.289544584337688750e+14,1.286003570000022123e+01,1.528896646423194783e+00,3.234451299708549072e+02,1.835635386005383785e+00
7.379715023343718750e+14,1.285003575000022025e+01,1.547132906353707149e+00,2.991108425219468359e+02,1.864340173504584364e+00
7.469885462349748750e+14,1.284003580000021927e+01,1.564932914234959727e+00,2.771166502250831059e+02,1.892283338648131030e+00
7.560055901355780000e+14,1.283003585000021829e+01,1.582324518770118482e+00,2.571370187655570589e+02,1.919502039821581851e+00
7.650226340361810000e+14,1.283003585000021829e+01,1.599292884012355032e+00,2.390602082535235127e+02,1.945968274671079801e+00
7.740396779367840000e+14,1.282003590000021731e+01,1.615846139443230634e+00,2.225829777575502249e+02,1.971690151785484346e+00
